Country,Year,Month,State/Ut Name,Type Of Supply,"E-Way Suppliers (UOM:Number), Scaling Factor:1","E-Way Bills (UOM:Number), Scaling Factor:1","Assessable Value (UOM:INR(IndianRupees)), Scaling Factor:10000000"
India,"Calendar Year (Jan - Dec), 2020","June, 2020",UTTAR PRADESH,Intra State Supplies,94224,2783317,56002.64991374101
India,"Calendar Year (Jan - Dec), 2020","June, 2020",UTTARAKHAND,Inter State Inward Supplies,20178,323646,9750.622952391
India,"Calendar Year (Jan - Dec), 2020","June, 2020",UTTARAKHAND,Inter State Outward Supplies,6820,254310,13273.655032912
India,"Calendar Year (Jan - Dec), 2020","June, 2020",UTTARAKHAND,Intra State Supplies,9685,390672,6771.462894103
India,"Calendar Year (Jan - Dec), 2020","June, 2020",WEST BENGAL,Inter State Inward Supplies,46762,628467,26989.588466864003
India,"Calendar Year (Jan - Dec), 2020","June, 2020",WEST BENGAL,Inter State Outward Supplies,31317,527699,22408.444860269
India,"Calendar Year (Jan - Dec), 2020","June, 2020",WEST BENGAL,Intra State Supplies,32568,1255254,30390.201244255
India,"Calendar Year (Jan - Dec), 2020","May, 2020",ANDAMAN AND NICOBAR,Inter State Inward Supplies,432,3048,88.12808713300001
India,"Calendar Year (Jan - Dec), 2020","May, 2020",ANDAMAN AND NICOBAR,Inter State Outward Supplies,40,145,18.68479249
India,"Calendar Year (Jan - Dec), 2020","May, 2020",ANDAMAN AND NICOBAR,Intra State Supplies,7,173,6.555229292
India,"Calendar Year (Jan - Dec), 2020","May, 2020",ANDHRA PRADESH,Inter State Inward Supplies,39009,334196,17242.857451771
India,"Calendar Year (Jan - Dec), 2020","May, 2020",ANDHRA PRADESH,Inter State Outward Supplies,11870,244248,17955.639787094
India,"Calendar Year (Jan - Dec), 2020","May, 2020",ANDHRA PRADESH,Intra State Supplies,20789,773731,14926.742089264002
India,"Calendar Year (Jan - Dec), 2020","May, 2020",ARUNACHAL PRADESH,Inter State Inward Supplies,2329,23112,396.674482553
India,"Calendar Year (Jan - Dec), 2020","May, 2020",ARUNACHAL PRADESH,Inter State Outward Supplies,107,875,32.317689694
India,"Calendar Year (Jan - Dec), 2020","May, 2020",ARUNACHAL PRADESH,Intra State Supplies,107,1947,37.905234092
India,"Calendar Year (Jan - Dec), 2020","May, 2020",ASSAM,Inter State Inward Supplies,14600,117250,5755.539271708
India,"Calendar Year (Jan - Dec), 2020","May, 2020",ASSAM,Inter State Outward Supplies,7360,143722,4347.477984509
India,"Calendar Year (Jan - Dec), 2020","May, 2020",ASSAM,Intra State Supplies,8986,299148,5418.213009624
India,"Calendar Year (Jan - Dec), 2020","May, 2020",BIHAR,Inter State Inward Supplies,37319,238664,9585.662616476
India,"Calendar Year (Jan - Dec), 2020","May, 2020",BIHAR,Inter State Outward Supplies,3632,38510,1444.5086001040002
India,"Calendar Year (Jan - Dec), 2020","May, 2020",BIHAR,Intra State Supplies,4856,303367,6591.370132688
India,"Calendar Year (Jan - Dec), 2020","May, 2020",CHANDIGARH,Inter State Inward Supplies,5107,45359,1236.339682907
India,"Calendar Year (Jan - Dec), 2020","May, 2020",CHANDIGARH,Inter State Outward Supplies,3335,39249,706.56890281
India,"Calendar Year (Jan - Dec), 2020","May, 2020",CHANDIGARH,Intra State Supplies,1295,10613,270.47022761100004
India,"Calendar Year (Jan - Dec), 2020","May, 2020",CHHATTISGARH,Inter State Inward Supplies,15258,166609,7644.093284236999
India,"Calendar Year (Jan - Dec), 2020","May, 2020",CHHATTISGARH,Inter State Outward Supplies,5805,123475,8159.04173986
India,"Calendar Year (Jan - Dec), 2020","May, 2020",CHHATTISGARH,Intra State Supplies,4321,162694,4237.446962290001
India,"Calendar Year (Jan - Dec), 2020","May, 2020",DADRA AND NAGAR HAVELI,Inter State Inward Supplies,1981,52203,3716.9460856190003
India,"Calendar Year (Jan - Dec), 2020","May, 2020",DADRA AND NAGAR HAVELI,Inter State Outward Supplies,1436,82909,4677.320527343
India,"Calendar Year (Jan - Dec), 2020","May, 2020",DADRA AND NAGAR HAVELI,Intra State Supplies,964,25778,1050.200877105
India,"Calendar Year (Jan - Dec), 2020","May, 2020",DAMAN AND DIU,Inter State Inward Supplies,1518,31734,1878.126413564
India,"Calendar Year (Jan - Dec), 2020","May, 2020",DAMAN AND DIU,Inter State Outward Supplies,1262,60290,2224.5921281759997
India,"Calendar Year (Jan - Dec), 2020","May, 2020",DAMAN AND DIU,Intra State Supplies,750,17242,477.98491129399997
India,"Calendar Year (Jan - Dec), 2020","May, 2020",DELHI,Inter State Inward Supplies,52181,386119,19350.928018948
India,"Calendar Year (Jan - Dec), 2020","May, 2020",DELHI,Inter State Outward Supplies,58852,483095,15841.022163216001
India,"Calendar Year (Jan - Dec), 2020","May, 2020",DELHI,Intra State Supplies,27345,309880,12116.934617055
India,"Calendar Year (Jan - Dec), 2020","May, 2020",GOA,Inter State Inward Supplies,4643,58774,2714.2156492619997
India,"Calendar Year (Jan - Dec), 2020","May, 2020",GOA,Inter State Outward Supplies,1021,29943,2949.959521769
India,"Calendar Year (Jan - Dec), 2020","May, 2020",GOA,Intra State Supplies,1221,49906,761.875624977
India,"Calendar Year (Jan - Dec), 2020","May, 2020",GUJARAT,Inter State Inward Supplies,53464,475817,37518.201930107
India,"Calendar Year (Jan - Dec), 2020","May, 2020",GUJARAT,Inter State Outward Supplies,53614,800352,52998.291785060996
India,"Calendar Year (Jan - Dec), 2020","May, 2020",GUJARAT,Intra State Supplies,71141,1465131,45074.619155478
India,"Calendar Year (Jan - Dec), 2020","May, 2020",HARYANA,Inter State Inward Supplies,59128,563877,28382.341686896
India,"Calendar Year (Jan - Dec), 2020","May, 2020",HARYANA,Inter State Outward Supplies,35525,798764,26048.933086926998
India,"Calendar Year (Jan - Dec), 2020","May, 2020",HARYANA,Intra State Supplies,42804,827137,18579.481445758
India,"Calendar Year (Jan - Dec), 2020","May, 2020",HIMACHAL PRADESH,Inter State Inward Supplies,15131,157195,5499.581088543
India,"Calendar Year (Jan - Dec), 2020","May, 2020",HIMACHAL PRADESH,Inter State Outward Supplies,3594,146679,7004.090872598
India,"Calendar Year (Jan - Dec), 2020","May, 2020",HIMACHAL PRADESH,Intra State Supplies,5800,167027,2936.00423838
India,"Calendar Year (Jan - Dec), 2020","May, 2020",JAMMU AND KASHMIR,Inter State Inward Supplies,10800,85674,3465.512706985
India,"Calendar Year (Jan - Dec), 2020","May, 2020",JAMMU AND KASHMIR,Inter State Outward Supplies,1166,19189,1841.427952093
India,"Calendar Year (Jan - Dec), 2020","May, 2020",JAMMU AND KASHMIR,Intra State Supplies,2388,81513,1667.6389341299998
India,"Calendar Year (Jan - Dec), 2020","May, 2020",JHARKHAND,Inter State Inward Supplies,14636,110452,5499.48692552
India,"Calendar Year (Jan - Dec), 2020","May, 2020",JHARKHAND,Inter State Outward Supplies,4951,107921,5834.308008136
India,"Calendar Year (Jan - Dec), 2020","May, 2020",JHARKHAND,Intra State Supplies,5538,195867,4024.51236585
India,"Calendar Year (Jan - Dec), 2020","May, 2020",KARNATAKA,Inter State Inward Supplies,63103,589579,32447.86042468
India,"Calendar Year (Jan - Dec), 2020","May, 2020",KARNATAKA,Inter State Outward Supplies,26623,553953,26758.683815802
India,"Calendar Year (Jan - Dec), 2020","May, 2020",KARNATAKA,Intra State Supplies,64902,2010913,36938.893262555
India,"Calendar Year (Jan - Dec), 2020","May, 2020",KERALA,Inter State Inward Supplies,31927,283186,9860.827211586
India,"Calendar Year (Jan - Dec), 2020","May, 2020",KERALA,Inter State Outward Supplies,7997,68060,4353.770352776
India,"Calendar Year (Jan - Dec), 2020","May, 2020",KERALA,Intra State Supplies,25819,799929,11216.932742475
India,"Calendar Year (Jan - Dec), 2020","May, 2020",LADAKH,Inter State Inward Supplies,255,2849,115.87723576600001
India,"Calendar Year (Jan - Dec), 2020","May, 2020",LADAKH,Inter State Outward Supplies,4,7,0.439341945
India,"Calendar Year (Jan - Dec), 2020","May, 2020",LADAKH,Intra State Supplies,8,68,5.459021763
India,"Calendar Year (Jan - Dec), 2020","May, 2020",LAKSHADWEEP,Inter State Inward Supplies,29,292,3.8600238780000002
India,"Calendar Year (Jan - Dec), 2020","May, 2020",LAKSHADWEEP,Inter State Outward Supplies,1,3,0.12276901000000001
India,"Calendar Year (Jan - Dec), 2020","May, 2020",LAKSHADWEEP,Intra State Supplies,0,0,0
India,"Calendar Year (Jan - Dec), 2020","May, 2020",MADHYA PRADESH,Inter State Inward Supplies,38737,296041,14176.269403013
India,"Calendar Year (Jan - Dec), 2020","May, 2020",MADHYA PRADESH,Inter State Outward Supplies,10877,194593,11399.105228627
India,"Calendar Year (Jan - Dec), 2020","May, 2020",MADHYA PRADESH,Intra State Supplies,9807,207865,5586.548549921
India,"Calendar Year (Jan - Dec), 2020","May, 2020",MAHARASHTRA,Inter State Inward Supplies,84586,741354,55741.585834015
India,"Calendar Year (Jan - Dec), 2020","May, 2020",MAHARASHTRA,Inter State Outward Supplies,44188,999192,52285.730137246
India,"Calendar Year (Jan - Dec), 2020","May, 2020",MAHARASHTRA,Intra State Supplies,56234,1851162,52163.965938362
India,"Calendar Year (Jan - Dec), 2020","May, 2020",MANIPUR,Inter State Inward Supplies,1788,26532,478.185881992
India,"Calendar Year (Jan - Dec), 2020","May, 2020",MANIPUR,Inter State Outward Supplies,39,134,5.974686397999999
India,"Calendar Year (Jan - Dec), 2020","May, 2020",MANIPUR,Intra State Supplies,42,2297,37.393255425999996
India,"Calendar Year (Jan - Dec), 2020","May, 2020",MEGHALAYA,Inter State Inward Supplies,2096,20310,460.207560822
India,"Calendar Year (Jan - Dec), 2020","May, 2020",MEGHALAYA,Inter State Outward Supplies,263,22881,432.422839596
India,"Calendar Year (Jan - Dec), 2020","May, 2020",MEGHALAYA,Intra State Supplies,232,7731,147.651735428
India,"Calendar Year (Jan - Dec), 2020","May, 2020",MIZORAM,Inter State Inward Supplies,1531,26596,364.308077063
India,"Calendar Year (Jan - Dec), 2020","May, 2020",MIZORAM,Inter State Outward Supplies,37,181,9.155889567000001
India,"Calendar Year (Jan - Dec), 2020","May, 2020",MIZORAM,Intra State Supplies,16,566,9.289952876000001
India,"Calendar Year (Jan - Dec), 2020","May, 2020",NAGALAND,Inter State Inward Supplies,1796,19093,370.154716121
India,"Calendar Year (Jan - Dec), 2020","May, 2020",NAGALAND,Inter State Outward Supplies,133,1309,45.175154002999996
India,"Calendar Year (Jan - Dec), 2020","May, 2020",NAGALAND,Intra State Supplies,60,875,33.010634237
India,"Calendar Year (Jan - Dec), 2020","May, 2020",ODISHA,Inter State Inward Supplies,22387,202371,10330.415259666
India,"Calendar Year (Jan - Dec), 2020","May, 2020",ODISHA,Inter State Outward Supplies,3541,118365,11325.138037423
India,"Calendar Year (Jan - Dec), 2020","May, 2020",ODISHA,Intra State Supplies,10717,528632,10490.163650528
India,"Calendar Year (Jan - Dec), 2020","May, 2020",Other Territory,Inter State Inward Supplies,121,4760,1762.6023259990002
India,"Calendar Year (Jan - Dec), 2020","May, 2020",Other Territory,Inter State Outward Supplies,23,1573,849.1417230779999
India,"Calendar Year (Jan - Dec), 2020","May, 2020",Other Territory,Intra State Supplies,5,140,767.860611304
India,"Calendar Year (Jan - Dec), 2020","May, 2020",PUDUCHERRY,Inter State Inward Supplies,3501,44425,1823.5390795669998
India,"Calendar Year (Jan - Dec), 2020","May, 2020",PUDUCHERRY,Inter State Outward Supplies,1315,46842,2040.9025649189998
India,"Calendar Year (Jan - Dec), 2020","May, 2020",PUDUCHERRY,Intra State Supplies,721,19144,697.5221032239999
India,"Calendar Year (Jan - Dec), 2020","May, 2020",PUNJAB,Inter State Inward Supplies,42314,353754,14572.81035101
India,"Calendar Year (Jan - Dec), 2020","May, 2020",PUNJAB,Inter State Outward Supplies,28962,385302,14007.255425749
India,"Calendar Year (Jan - Dec), 2020","May, 2020",PUNJAB,Intra State Supplies,42302,811521,16306.030946226001
India,"Calendar Year (Jan - Dec), 2020","May, 2020",RAJASTHAN,Inter State Inward Supplies,48018,338149,17226.187118634
India,"Calendar Year (Jan - Dec), 2020","May, 2020",RAJASTHAN,Inter State Outward Supplies,27058,448767,16677.404794837
India,"Calendar Year (Jan - Dec), 2020","May, 2020",RAJASTHAN,Intra State Supplies,42906,855512,18943.788452729998
India,"Calendar Year (Jan - Dec), 2020","May, 2020",SIKKIM,Inter State Inward Supplies,1255,22983,793.765578947
India,"Calendar Year (Jan - Dec), 2020","May, 2020",SIKKIM,Inter State Outward Supplies,95,3929,2112.762968078
India,"Calendar Year (Jan - Dec), 2020","May, 2020",SIKKIM,Intra State Supplies,96,2846,50.257757863
India,"Calendar Year (Jan - Dec), 2020","May, 2020",TAMIL NADU,Inter State Inward Supplies,60259,552415,34861.014962343
India,"Calendar Year (Jan - Dec), 2020","May, 2020",TAMIL NADU,Inter State Outward Supplies,38394,700082,28699.807859427
India,"Calendar Year (Jan - Dec), 2020","May, 2020",TAMIL NADU,Intra State Supplies,49270,1579567,34608.261398368
India,"Calendar Year (Jan - Dec), 2020","May, 2020",TELANGANA,Inter State Inward Supplies,34757,338940,19825.833996763
India,"Calendar Year (Jan - Dec), 2020","May, 2020",TELANGANA,Inter State Outward Supplies,17675,305592,17301.455595453
India,"Calendar Year (Jan - Dec), 2020","May, 2020",TELANGANA,Intra State Supplies,23787,928576,17293.534566237
India,"Calendar Year (Jan - Dec), 2020","May, 2020",TRIPURA,Inter State Inward Supplies,2842,21619,548.198540259
India,"Calendar Year (Jan - Dec), 2020","May, 2020",TRIPURA,Inter State Outward Supplies,217,1089,70.277627255
India,"Calendar Year (Jan - Dec), 2020","May, 2020",TRIPURA,Intra State Supplies,772,16674,226.948596415
India,"Calendar Year (Jan - Dec), 2020","May, 2020",UTTAR PRADESH,Inter State Inward Supplies,94448,673459,34490.252938717
India,"Calendar Year (Jan - Dec), 2020","May, 2020",UTTAR PRADESH,Inter State Outward Supplies,33592,458667,24981.530749838
India,"Calendar Year (Jan - Dec), 2020","May, 2020",UTTAR PRADESH,Intra State Supplies,61898,1720701,35681.460772613
India,"Calendar Year (Jan - Dec), 2020","May, 2020",UTTARAKHAND,Inter State Inward Supplies,14938,177395,7100.666991401
India,"Calendar Year (Jan - Dec), 2020","May, 2020",UTTARAKHAND,Inter State Outward Supplies,5047,156455,9258.986546758999
India,"Calendar Year (Jan - Dec), 2020","May, 2020",UTTARAKHAND,Intra State Supplies,8097,236632,4535.964929819001
India,"Calendar Year (Jan - Dec), 2020","May, 2020",WEST BENGAL,Inter State Inward Supplies,27071,235338,17083.619896991
India,"Calendar Year (Jan - Dec), 2020","May, 2020",WEST BENGAL,Inter State Outward Supplies,16314,249696,14195.534937968
India,"Calendar Year (Jan - Dec), 2020","May, 2020",WEST BENGAL,Intra State Supplies,17722,603610,16617.488696354998
India,"Calendar Year (Jan - Dec), 2020","April, 2020",ANDAMAN AND NICOBAR,Inter State Inward Supplies,146,1270,40.187506729
India,"Calendar Year (Jan - Dec), 2020","April, 2020",ANDAMAN AND NICOBAR,Inter State Outward Supplies,20,51,9.025688
India,"Calendar Year (Jan - Dec), 2020","April, 2020",ANDAMAN AND NICOBAR,Intra State Supplies,4,116,5.3720393689999995
India,"Calendar Year (Jan - Dec), 2020","April, 2020",ANDHRA PRADESH,Inter State Inward Supplies,13550,117763,8723.343637255999
India,"Calendar Year (Jan - Dec), 2020","April, 2020",ANDHRA PRADESH,Inter State Outward Supplies,4575,78220,10382.209884479
India,"Calendar Year (Jan - Dec), 2020","April, 2020",ANDHRA PRADESH,Intra State Supplies,10254,359964,7916.339595242999
India,"Calendar Year (Jan - Dec), 2020","April, 2020",ARUNACHAL PRADESH,Inter State Inward Supplies,612,4685,118.01320443800002
India,"Calendar Year (Jan - Dec), 2020","April, 2020",ARUNACHAL PRADESH,Inter State Outward Supplies,52,245,9.486457787
India,"Calendar Year (Jan - Dec), 2020","April, 2020",ARUNACHAL PRADESH,Intra State Supplies,51,720,11.045510712999999
India,"Calendar Year (Jan - Dec), 2020","April, 2020",ASSAM,Inter State Inward Supplies,3887,25678,2346.414047593
India,"Calendar Year (Jan - Dec), 2020","April, 2020",ASSAM,Inter State Outward Supplies,2643,38758,1873.492317021
India,"Calendar Year (Jan - Dec), 2020","April, 2020",ASSAM,Intra State Supplies,3202,94658,2114.247555857
India,"Calendar Year (Jan - Dec), 2020","April, 2020",BIHAR,Inter State Inward Supplies,13410,60941,4118.598737359
India,"Calendar Year (Jan - Dec), 2020","April, 2020",BIHAR,Inter State Outward Supplies,1537,15235,741.619710263
India,"Calendar Year (Jan - Dec), 2020","April, 2020",BIHAR,Intra State Supplies,2545,127062,2775.641818131
India,"Calendar Year (Jan - Dec), 2020","April, 2020",CHANDIGARH,Inter State Inward Supplies,1478,14968,582.473511643
India,"Calendar Year (Jan - Dec), 2020","April, 2020",CHANDIGARH,Inter State Outward Supplies,945,10911,225.484811127
India,"Calendar Year (Jan - Dec), 2020","April, 2020",CHANDIGARH,Intra State Supplies,348,3369,56.144607424
India,"Calendar Year (Jan - Dec), 2020","April, 2020",CHHATTISGARH,Inter State Inward Supplies,4591,54956,4474.315842909999
India,"Calendar Year (Jan - Dec), 2020","April, 2020",CHHATTISGARH,Inter State Outward Supplies,2624,38019,3783.5481765739996
India,"Calendar Year (Jan - Dec), 2020","April, 2020",CHHATTISGARH,Intra State Supplies,1866,42708,1112.211193112
India,"Calendar Year (Jan - Dec), 2020","April, 2020",DADRA AND NAGAR HAVELI,Inter State Inward Supplies,796,16261,1427.339617942
India,"Calendar Year (Jan - Dec), 2020","April, 2020",DADRA AND NAGAR HAVELI,Inter State Outward Supplies,645,19351,1783.500023179
India,"Calendar Year (Jan - Dec), 2020","April, 2020",DADRA AND NAGAR HAVELI,Intra State Supplies,389,5062,260.045251943
India,"Calendar Year (Jan - Dec), 2020","April, 2020",DAMAN AND DIU,Inter State Inward Supplies,626,9375,625.503520446
India,"Calendar Year (Jan - Dec), 2020","April, 2020",DAMAN AND DIU,Inter State Outward Supplies,607,16113,849.784746637
India,"Calendar Year (Jan - Dec), 2020","April, 2020",DAMAN AND DIU,Intra State Supplies,350,5269,126.03649131600001
India,"Calendar Year (Jan - Dec), 2020","April, 2020",DELHI,Inter State Inward Supplies,13584,140641,7806.444696746001
India,"Calendar Year (Jan - Dec), 2020","April, 2020",DELHI,Inter State Outward Supplies,12217,135538,5760.53809504
India,"Calendar Year (Jan - Dec), 2020","April, 2020",DELHI,Intra State Supplies,7630,140445,4296.811147119
India,"Calendar Year (Jan - Dec), 2020","April, 2020",GOA,Inter State Inward Supplies,1399,19887,1074.234988682
India,"Calendar Year (Jan - Dec), 2020","April, 2020",GOA,Inter State Outward Supplies,417,9927,1738.06895787
India,"Calendar Year (Jan - Dec), 2020","April, 2020",GOA,Intra State Supplies,705,16649,308.825526335
India,"Calendar Year (Jan - Dec), 2020","April, 2020",GUJARAT,Inter State Inward Supplies,16834,150025,16896.770510217
India,"Calendar Year (Jan - Dec), 2020","April, 2020",GUJARAT,Inter State Outward Supplies,15391,251014,28169.704794987
India,"Calendar Year (Jan - Dec), 2020","April, 2020",GUJARAT,Intra State Supplies,26738,558958,21574.428152995002
India,"Calendar Year (Jan - Dec), 2020","April, 2020",HARYANA,Inter State Inward Supplies,18514,149433,9417.631227729
India,"Calendar Year (Jan - Dec), 2020","April, 2020",HARYANA,Inter State Outward Supplies,9092,226394,10301.209980681
India,"Calendar Year (Jan - Dec), 2020","April, 2020",HARYANA,Intra State Supplies,11822,212972,5729.203025094999
India,"Calendar Year (Jan - Dec), 2020","April, 2020",HIMACHAL PRADESH,Inter State Inward Supplies,4768,53214,2653.531294889
India,"Calendar Year (Jan - Dec), 2020","April, 2020",HIMACHAL PRADESH,Inter State Outward Supplies,1789,46746,3446.4489856339997
India,"Calendar Year (Jan - Dec), 2020","April, 2020",HIMACHAL PRADESH,Intra State Supplies,2899,51107,999.3918312809999
India,"Calendar Year (Jan - Dec), 2020","April, 2020",JAMMU AND KASHMIR,Inter State Inward Supplies,3279,24128,1645.359728539
India,"Calendar Year (Jan - Dec), 2020","April, 2020",JAMMU AND KASHMIR,Inter State Outward Supplies,374,6654,717.461602287
India,"Calendar Year (Jan - Dec), 2020","April, 2020",JAMMU AND KASHMIR,Intra State Supplies,1022,31352,877.333098658
India,"Calendar Year (Jan - Dec), 2020","April, 2020",JHARKHAND,Inter State Inward Supplies,4622,39259,3198.0984410700003
India,"Calendar Year (Jan - Dec), 2020","April, 2020",JHARKHAND,Inter State Outward Supplies,2141,38706,2275.543412073
India,"Calendar Year (Jan - Dec), 2020","April, 2020",JHARKHAND,Intra State Supplies,2205,84486,1974.2548584509998
India,"Calendar Year (Jan - Dec), 2020","April, 2020",KARNATAKA,Inter State Inward Supplies,16879,129165,13417.008526458
India,"Calendar Year (Jan - Dec), 2020","April, 2020",KARNATAKA,Inter State Outward Supplies,7155,136993,10740.468069633
India,"Calendar Year (Jan - Dec), 2020","April, 2020",KARNATAKA,Intra State Supplies,19122,652086,12967.683114705
India,"Calendar Year (Jan - Dec), 2020","April, 2020",KERALA,Inter State Inward Supplies,9978,71823,4630.471691827
India,"Calendar Year (Jan - Dec), 2020","April, 2020",KERALA,Inter State Outward Supplies,2390,15478,1530.622548567
India,"Calendar Year (Jan - Dec), 2020","April, 2020",KERALA,Intra State Supplies,10562,247827,4160.341757166
India,"Calendar Year (Jan - Dec), 2020","April, 2020",LADAKH,Inter State Inward Supplies,52,336,17.490698474000002
India,"Calendar Year (Jan - Dec), 2020","April, 2020",LADAKH,Inter State Outward Supplies,2,2,0.0145123
India,"Calendar Year (Jan - Dec), 2020","April, 2020",LADAKH,Intra State Supplies,2,10,0.404388656
India,"Calendar Year (Jan - Dec), 2020","April, 2020",LAKSHADWEEP,Inter State Inward Supplies,9,108,1.4290516789999999
India,"Calendar Year (Jan - Dec), 2020","April, 2020",LAKSHADWEEP,Inter State Outward Supplies,0,0,0
India,"Calendar Year (Jan - Dec), 2020","April, 2020",LAKSHADWEEP,Intra State Supplies,0,0,0
India,"Calendar Year (Jan - Dec), 2020","April, 2020",MADHYA PRADESH,Inter State Inward Supplies,11618,77490,6117.6795577620005
India,"Calendar Year (Jan - Dec), 2020","April, 2020",MADHYA PRADESH,Inter State Outward Supplies,4558,66918,6288.8465633900005
India,"Calendar Year (Jan - Dec), 2020","April, 2020",MADHYA PRADESH,Intra State Supplies,3387,55384,1990.46659396
India,"Calendar Year (Jan - Dec), 2020","April, 2020",MAHARASHTRA,Inter State Inward Supplies,27667,223300,25184.702175052
India,"Calendar Year (Jan - Dec), 2020","April, 2020",MAHARASHTRA,Inter State Outward Supplies,14300,252779,23248.673481424
India,"Calendar Year (Jan - Dec), 2020","April, 2020",MAHARASHTRA,Intra State Supplies,21336,677174,23693.24068724
India,"Calendar Year (Jan - Dec), 2020","April, 2020",MANIPUR,Inter State Inward Supplies,635,5277,200.685324922
India,"Calendar Year (Jan - Dec), 2020","April, 2020",MANIPUR,Inter State Outward Supplies,16,47,2.93779252
India,"Calendar Year (Jan - Dec), 2020","April, 2020",MANIPUR,Intra State Supplies,24,779,18.453441519
India,"Calendar Year (Jan - Dec), 2020","April, 2020",MEGHALAYA,Inter State Inward Supplies,730,7406,220.590064105
India,"Calendar Year (Jan - Dec), 2020","April, 2020",MEGHALAYA,Inter State Outward Supplies,87,986,50.368421249
India,"Calendar Year (Jan - Dec), 2020","April, 2020",MEGHALAYA,Intra State Supplies,86,1238,48.310503693
India,"Calendar Year (Jan - Dec), 2020","April, 2020",MIZORAM,Inter State Inward Supplies,509,3641,107.811700672
India,"Calendar Year (Jan - Dec), 2020","April, 2020",MIZORAM,Inter State Outward Supplies,20,89,3.582642843
India,"Calendar Year (Jan - Dec), 2020","April, 2020",MIZORAM,Intra State Supplies,9,114,2.129626068
India,"Calendar Year (Jan - Dec), 2020","April, 2020",NAGALAND,Inter State Inward Supplies,460,3707,169.970716206
India,"Calendar Year (Jan - Dec), 2020","April, 2020",NAGALAND,Inter State Outward Supplies,44,284,23.868247863999997
India,"Calendar Year (Jan - Dec), 2020","April, 2020",NAGALAND,Intra State Supplies,20,82,3.25539066
India,"Calendar Year (Jan - Dec), 2020","April, 2020",ODISHA,Inter State Inward Supplies,6922,48233,4952.461349378
India,"Calendar Year (Jan - Dec), 2020","April, 2020",ODISHA,Inter State Outward Supplies,1609,52234,7491.044414417999
India,"Calendar Year (Jan - Dec), 2020","April, 2020",ODISHA,Intra State Supplies,5697,253813,5629.70369304
India,"Calendar Year (Jan - Dec), 2020","April, 2020",Other Territory,Inter State Inward Supplies,256,2274,873.2340814120001
India,"Calendar Year (Jan - Dec), 2020","April, 2020",Other Territory,Inter State Outward Supplies,17,672,227.273747416
India,"Calendar Year (Jan - Dec), 2020","April, 2020",Other Territory,Intra State Supplies,4,73,43.640762222
India,"Calendar Year (Jan - Dec), 2020","April, 2020",PUDUCHERRY,Inter State Inward Supplies,1126,13122,705.595136978
India,"Calendar Year (Jan - Dec), 2020","April, 2020",PUDUCHERRY,Inter State Outward Supplies,483,12837,865.335063512
India,"Calendar Year (Jan - Dec), 2020","April, 2020",PUDUCHERRY,Intra State Supplies,275,5324,218.445264504
India,"Calendar Year (Jan - Dec), 2020","April, 2020",PUNJAB,Inter State Inward Supplies,13338,88442,5898.275114115
India,"Calendar Year (Jan - Dec), 2020","April, 2020",PUNJAB,Inter State Outward Supplies,6152,97022,6518.8252054330005
India,"Calendar Year (Jan - Dec), 2020","April, 2020",PUNJAB,Intra State Supplies,11638,210607,4370.58505495
India,"Calendar Year (Jan - Dec), 2020","April, 2020",RAJASTHAN,Inter State Inward Supplies,13016,80023,6012.706025565
India,"Calendar Year (Jan - Dec), 2020","April, 2020",RAJASTHAN,Inter State Outward Supplies,6806,84890,6494.769908317
India,"Calendar Year (Jan - Dec), 2020","April, 2020",RAJASTHAN,Intra State Supplies,15409,273673,8140.384770935
India,"Calendar Year (Jan - Dec), 2020","April, 2020",SIKKIM,Inter State Inward Supplies,429,9208,600.2312737029999
India,"Calendar Year (Jan - Dec), 2020","April, 2020",SIKKIM,Inter State Outward Supplies,68,4026,2287.8987195689997
India,"Calendar Year (Jan - Dec), 2020","April, 2020",SIKKIM,Intra State Supplies,58,1700,30.324954594999998
India,"Calendar Year (Jan - Dec), 2020","April, 2020",TAMIL NADU,Inter State Inward Supplies,16136,116621,12769.379278778999
India,"Calendar Year (Jan - Dec), 2020","April, 2020",TAMIL NADU,Inter State Outward Supplies,9484,129206,8804.427523901
India,"Calendar Year (Jan - Dec), 2020","April, 2020",TAMIL NADU,Intra State Supplies,11315,397738,10526.059458655
India,"Calendar Year (Jan - Dec), 2020","April, 2020",TELANGANA,Inter State Inward Supplies,10749,98747,8569.327308173
India,"Calendar Year (Jan - Dec), 2020","April, 2020",TELANGANA,Inter State Outward Supplies,6818,121629,11326.670075648
India,"Calendar Year (Jan - Dec), 2020","April, 2020",TELANGANA,Intra State Supplies,10107,471500,9008.533785538
India,"Calendar Year (Jan - Dec), 2020","April, 2020",TRIPURA,Inter State Inward Supplies,1051,6624,221.022295565
India,"Calendar Year (Jan - Dec), 2020","April, 2020",TRIPURA,Inter State Outward Supplies,71,351,15.599603265999999
India,"Calendar Year (Jan - Dec), 2020","April, 2020",TRIPURA,Intra State Supplies,323,5109,79.925528242
India,"Calendar Year (Jan - Dec), 2020","April, 2020",UTTAR PRADESH,Inter State Inward Supplies,29816,197674,13600.762813125999
India,"Calendar Year (Jan - Dec), 2020","April, 2020",UTTAR PRADESH,Inter State Outward Supplies,8233,140988,9877.73873822
India,"Calendar Year (Jan - Dec), 2020","April, 2020",UTTAR PRADESH,Intra State Supplies,21107,685565,15245.526460491
