Country,Year,Month,State/Ut Name,Type Of Supply,"E-Way Suppliers (UOM:Number), Scaling Factor:1","E-Way Bills (UOM:Number), Scaling Factor:1","Assessable Value (UOM:INR(IndianRupees)), Scaling Factor:10000000"
India,"Calendar Year (Jan - Dec), 2024","April, 2024",UTTAR PRADESH,WITHIN-STATE,148425,5923427,100137.41050000001
India,"Calendar Year (Jan - Dec), 2024","April, 2024",UTTARAKHAND,INCOMING FROM OTHER STATES,31915,583342,17810.588600000003
India,"Calendar Year (Jan - Dec), 2024","April, 2024",UTTARAKHAND,OUTGOING TO OTHER STATES,10304,399741,20726.7622
India,"Calendar Year (Jan - Dec), 2024","April, 2024",UTTARAKHAND,WITHIN-STATE,15440,772303,12953.5198
India,"Calendar Year (Jan - Dec), 2024","April, 2024",WEST BENGAL,INCOMING FROM OTHER STATES,73460,1275519,52081.2036
India,"Calendar Year (Jan - Dec), 2024","April, 2024",WEST BENGAL,OUTGOING TO OTHER STATES,45875,1009535,44805.581399999995
India,"Calendar Year (Jan - Dec), 2024","April, 2024",WEST BENGAL,WITHIN-STATE,60386,3130060,65384.9294
India,"Calendar Year (Jan - Dec), 2024","March, 2024",ANDAMAN AND NICOBAR,INCOMING FROM OTHER STATES,1258,13013,325.5578
India,"Calendar Year (Jan - Dec), 2024","March, 2024",ANDAMAN AND NICOBAR,OUTGOING TO OTHER STATES,128,386,46.7138
India,"Calendar Year (Jan - Dec), 2024","March, 2024",ANDAMAN AND NICOBAR,WITHIN-STATE,122,3644,92.4111
India,"Calendar Year (Jan - Dec), 2024","March, 2024",ANDHRA PRADESH,INCOMING FROM OTHER STATES,77265,1130623,46388.919400000006
India,"Calendar Year (Jan - Dec), 2024","March, 2024",ANDHRA PRADESH,OUTGOING TO OTHER STATES,25883,623615,46843.7666
India,"Calendar Year (Jan - Dec), 2024","March, 2024",ANDHRA PRADESH,WITHIN-STATE,42021,2317279,40498.702900000004
India,"Calendar Year (Jan - Dec), 2024","March, 2024",ARUNACHAL PRADESH,INCOMING FROM OTHER STATES,4402,50762,1170.3678
India,"Calendar Year (Jan - Dec), 2024","March, 2024",ARUNACHAL PRADESH,OUTGOING TO OTHER STATES,359,3524,154.0926
India,"Calendar Year (Jan - Dec), 2024","March, 2024",ARUNACHAL PRADESH,WITHIN-STATE,445,9409,221.6487
India,"Calendar Year (Jan - Dec), 2024","March, 2024",ASSAM,INCOMING FROM OTHER STATES,31734,483352,16820.8277
India,"Calendar Year (Jan - Dec), 2024","March, 2024",ASSAM,OUTGOING TO OTHER STATES,12619,251614,9107.7111
India,"Calendar Year (Jan - Dec), 2024","March, 2024",ASSAM,WITHIN-STATE,17240,719471,14371.3128
India,"Calendar Year (Jan - Dec), 2024","March, 2024",BIHAR,INCOMING FROM OTHER STATES,70538,932428,24174.938700000002
India,"Calendar Year (Jan - Dec), 2024","March, 2024",BIHAR,OUTGOING TO OTHER STATES,11236,134387,4968.7021
India,"Calendar Year (Jan - Dec), 2024","March, 2024",BIHAR,WITHIN-STATE,15040,880411,16979.7036
India,"Calendar Year (Jan - Dec), 2024","March, 2024",CHANDIGARH,INCOMING FROM OTHER STATES,9606,181160,3913.4835
India,"Calendar Year (Jan - Dec), 2024","March, 2024",CHANDIGARH,OUTGOING TO OTHER STATES,5650,100918,2341.2911
India,"Calendar Year (Jan - Dec), 2024","March, 2024",CHANDIGARH,WITHIN-STATE,2853,32629,700.6942
India,"Calendar Year (Jan - Dec), 2024","March, 2024",CHHATTISGARH,INCOMING FROM OTHER STATES,28840,565544,21868.5122
India,"Calendar Year (Jan - Dec), 2024","March, 2024",CHHATTISGARH,OUTGOING TO OTHER STATES,10424,253537,23039.2205
India,"Calendar Year (Jan - Dec), 2024","March, 2024",CHHATTISGARH,WITHIN-STATE,9767,457486,14881.8361
India,"Calendar Year (Jan - Dec), 2024","March, 2024",DADRA AND NAGAR HAVELI,INCOMING FROM OTHER STATES,5924,209124,16361.004299999999
India,"Calendar Year (Jan - Dec), 2024","March, 2024",DADRA AND NAGAR HAVELI,OUTGOING TO OTHER STATES,4103,483708,21715.536
India,"Calendar Year (Jan - Dec), 2024","March, 2024",DADRA AND NAGAR HAVELI,WITHIN-STATE,3218,137510,5773.2480000000005
India,"Calendar Year (Jan - Dec), 2024","March, 2024",DAMAN AND DIU,INCOMING FROM OTHER STATES,29,51,1.9658000000000002
India,"Calendar Year (Jan - Dec), 2024","March, 2024",DAMAN AND DIU,OUTGOING TO OTHER STATES,0,0,0
India,"Calendar Year (Jan - Dec), 2024","March, 2024",DAMAN AND DIU,WITHIN-STATE,0,0,0
India,"Calendar Year (Jan - Dec), 2024","March, 2024",DELHI,INCOMING FROM OTHER STATES,145888,3417814,71211.829
India,"Calendar Year (Jan - Dec), 2024","March, 2024",DELHI,OUTGOING TO OTHER STATES,140949,2079005,60919.42110000001
India,"Calendar Year (Jan - Dec), 2024","March, 2024",DELHI,WITHIN-STATE,86211,1372559,51085.8621
India,"Calendar Year (Jan - Dec), 2024","March, 2024",GOA,INCOMING FROM OTHER STATES,8828,164987,5577.2282
India,"Calendar Year (Jan - Dec), 2024","March, 2024",GOA,OUTGOING TO OTHER STATES,2047,73893,6166.0204
India,"Calendar Year (Jan - Dec), 2024","March, 2024",GOA,WITHIN-STATE,2285,126773,2520.2878
India,"Calendar Year (Jan - Dec), 2024","March, 2024",GUJARAT,INCOMING FROM OTHER STATES,157472,2317900,119369.7937
India,"Calendar Year (Jan - Dec), 2024","March, 2024",GUJARAT,OUTGOING TO OTHER STATES,154935,5250689,164583.8178
India,"Calendar Year (Jan - Dec), 2024","March, 2024",GUJARAT,WITHIN-STATE,192227,6087946,175188.6821
India,"Calendar Year (Jan - Dec), 2024","March, 2024",HARYANA,INCOMING FROM OTHER STATES,121184,2571390,102477.1496
India,"Calendar Year (Jan - Dec), 2024","March, 2024",HARYANA,OUTGOING TO OTHER STATES,77226,5925605,110153.0003
India,"Calendar Year (Jan - Dec), 2024","March, 2024",HARYANA,WITHIN-STATE,92335,4484276,79495.538
India,"Calendar Year (Jan - Dec), 2024","March, 2024",HIMACHAL PRADESH,INCOMING FROM OTHER STATES,26033,374337,12425.565700000001
India,"Calendar Year (Jan - Dec), 2024","March, 2024",HIMACHAL PRADESH,OUTGOING TO OTHER STATES,6719,336529,14806.125800000002
India,"Calendar Year (Jan - Dec), 2024","March, 2024",HIMACHAL PRADESH,WITHIN-STATE,10621,343028,7356.5088
India,"Calendar Year (Jan - Dec), 2024","March, 2024",JAMMU AND KASHMIR,INCOMING FROM OTHER STATES,23024,271509,8790.6563
India,"Calendar Year (Jan - Dec), 2024","March, 2024",JAMMU AND KASHMIR,OUTGOING TO OTHER STATES,3768,43393,3349.5103000000004
India,"Calendar Year (Jan - Dec), 2024","March, 2024",JAMMU AND KASHMIR,WITHIN-STATE,9667,328251,6175.299599999999
India,"Calendar Year (Jan - Dec), 2024","March, 2024",JHARKHAND,INCOMING FROM OTHER STATES,32606,534581,20256.148100000002
India,"Calendar Year (Jan - Dec), 2024","March, 2024",JHARKHAND,OUTGOING TO OTHER STATES,10486,299186,22039.3731
India,"Calendar Year (Jan - Dec), 2024","March, 2024",JHARKHAND,WITHIN-STATE,13355,733023,18729.4531
India,"Calendar Year (Jan - Dec), 2024","March, 2024",KARNATAKA,INCOMING FROM OTHER STATES,135445,2645260,101168.3333
India,"Calendar Year (Jan - Dec), 2024","March, 2024",KARNATAKA,OUTGOING TO OTHER STATES,63777,2676254,92856.7926
India,"Calendar Year (Jan - Dec), 2024","March, 2024",KARNATAKA,WITHIN-STATE,129095,6954560,119879.93220000001
India,"Calendar Year (Jan - Dec), 2024","March, 2024",KERALA,INCOMING FROM OTHER STATES,62502,906809,24081.2485
India,"Calendar Year (Jan - Dec), 2024","March, 2024",KERALA,OUTGOING TO OTHER STATES,18966,244265,11176.659
India,"Calendar Year (Jan - Dec), 2024","March, 2024",KERALA,WITHIN-STATE,49019,2036114,30582.177200000002
India,"Calendar Year (Jan - Dec), 2024","March, 2024",LADAKH,INCOMING FROM OTHER STATES,478,3171,124.6948
India,"Calendar Year (Jan - Dec), 2024","March, 2024",LADAKH,OUTGOING TO OTHER STATES,33,78,4.9308
India,"Calendar Year (Jan - Dec), 2024","March, 2024",LADAKH,WITHIN-STATE,135,1216,43.6856
India,"Calendar Year (Jan - Dec), 2024","March, 2024",LAKSHADWEEP,INCOMING FROM OTHER STATES,69,718,9.6762
India,"Calendar Year (Jan - Dec), 2024","March, 2024",LAKSHADWEEP,OUTGOING TO OTHER STATES,2,2,0.0946
India,"Calendar Year (Jan - Dec), 2024","March, 2024",LAKSHADWEEP,WITHIN-STATE,1,1,0.0005
India,"Calendar Year (Jan - Dec), 2024","March, 2024",MADHYA PRADESH,INCOMING FROM OTHER STATES,85653,1182755,42974.3237
India,"Calendar Year (Jan - Dec), 2024","March, 2024",MADHYA PRADESH,OUTGOING TO OTHER STATES,26129,647214,32613.1414
India,"Calendar Year (Jan - Dec), 2024","March, 2024",MADHYA PRADESH,WITHIN-STATE,31862,1188207,27698.0819
India,"Calendar Year (Jan - Dec), 2024","March, 2024",MAHARASHTRA,INCOMING FROM OTHER STATES,234233,3832326,174186.1246
India,"Calendar Year (Jan - Dec), 2024","March, 2024",MAHARASHTRA,OUTGOING TO OTHER STATES,131157,5149461,196207.087
India,"Calendar Year (Jan - Dec), 2024","March, 2024",MAHARASHTRA,WITHIN-STATE,181738,10192415,242020.21370000002
India,"Calendar Year (Jan - Dec), 2024","March, 2024",MANIPUR,INCOMING FROM OTHER STATES,2988,40094,1025.0575
India,"Calendar Year (Jan - Dec), 2024","March, 2024",MANIPUR,OUTGOING TO OTHER STATES,236,3427,269.3445
India,"Calendar Year (Jan - Dec), 2024","March, 2024",MANIPUR,WITHIN-STATE,212,5334,185.4898
India,"Calendar Year (Jan - Dec), 2024","March, 2024",MEGHALAYA,INCOMING FROM OTHER STATES,4389,59134,1718.8378
India,"Calendar Year (Jan - Dec), 2024","March, 2024",MEGHALAYA,OUTGOING TO OTHER STATES,723,44369,900.408
India,"Calendar Year (Jan - Dec), 2024","March, 2024",MEGHALAYA,WITHIN-STATE,652,27446,669.1969
India,"Calendar Year (Jan - Dec), 2024","March, 2024",MIZORAM,INCOMING FROM OTHER STATES,2241,32248,653.1095
India,"Calendar Year (Jan - Dec), 2024","March, 2024",MIZORAM,OUTGOING TO OTHER STATES,141,1552,38.7331
India,"Calendar Year (Jan - Dec), 2024","March, 2024",MIZORAM,WITHIN-STATE,82,2797,43.6163
India,"Calendar Year (Jan - Dec), 2024","March, 2024",NAGALAND,INCOMING FROM OTHER STATES,2958,37092,783.0253
India,"Calendar Year (Jan - Dec), 2024","March, 2024",NAGALAND,OUTGOING TO OTHER STATES,427,6136,213.5376
India,"Calendar Year (Jan - Dec), 2024","March, 2024",NAGALAND,WITHIN-STATE,260,5617,171.4822
India,"Calendar Year (Jan - Dec), 2024","March, 2024",ODISHA,INCOMING FROM OTHER STATES,41142,576250,29243.800499999998
India,"Calendar Year (Jan - Dec), 2024","March, 2024",ODISHA,OUTGOING TO OTHER STATES,9161,418425,35702.2696
India,"Calendar Year (Jan - Dec), 2024","March, 2024",ODISHA,WITHIN-STATE,22128,1440894,32217.030499999997
India,"Calendar Year (Jan - Dec), 2024","March, 2024",Other Territory,INCOMING FROM OTHER STATES,246,15217,3167.3722
India,"Calendar Year (Jan - Dec), 2024","March, 2024",Other Territory,OUTGOING TO OTHER STATES,31,3598,611.293
India,"Calendar Year (Jan - Dec), 2024","March, 2024",Other Territory,WITHIN-STATE,7,76,17.7273
India,"Calendar Year (Jan - Dec), 2024","March, 2024",PUDUCHERRY,INCOMING FROM OTHER STATES,6538,141358,4212.6952
India,"Calendar Year (Jan - Dec), 2024","March, 2024",PUDUCHERRY,OUTGOING TO OTHER STATES,2365,136544,5067.6955
India,"Calendar Year (Jan - Dec), 2024","March, 2024",PUDUCHERRY,WITHIN-STATE,1456,58354,2150.0395000000003
India,"Calendar Year (Jan - Dec), 2024","March, 2024",PUNJAB,INCOMING FROM OTHER STATES,80623,1169774,40771.200899999996
India,"Calendar Year (Jan - Dec), 2024","March, 2024",PUNJAB,OUTGOING TO OTHER STATES,56235,1208362,40520.7052
India,"Calendar Year (Jan - Dec), 2024","March, 2024",PUNJAB,WITHIN-STATE,84639,2448306,60498.0763
India,"Calendar Year (Jan - Dec), 2024","March, 2024",RAJASTHAN,INCOMING FROM OTHER STATES,114917,1611890,69090.9428
India,"Calendar Year (Jan - Dec), 2024","March, 2024",RAJASTHAN,OUTGOING TO OTHER STATES,61458,1680927,54640.205700000006
India,"Calendar Year (Jan - Dec), 2024","March, 2024",RAJASTHAN,WITHIN-STATE,75298,2008229,56200.6738
India,"Calendar Year (Jan - Dec), 2024","March, 2024",SIKKIM,INCOMING FROM OTHER STATES,2541,47280,1185.0089
India,"Calendar Year (Jan - Dec), 2024","March, 2024",SIKKIM,OUTGOING TO OTHER STATES,226,8074,3662.9152000000004
India,"Calendar Year (Jan - Dec), 2024","March, 2024",SIKKIM,WITHIN-STATE,217,14058,332.6627
India,"Calendar Year (Jan - Dec), 2024","March, 2024",TAMIL NADU,INCOMING FROM OTHER STATES,134058,2685071,112379.0956
India,"Calendar Year (Jan - Dec), 2024","March, 2024",TAMIL NADU,OUTGOING TO OTHER STATES,82907,2759956,113665.24630000001
India,"Calendar Year (Jan - Dec), 2024","March, 2024",TAMIL NADU,WITHIN-STATE,144208,8068952,164226.0991
India,"Calendar Year (Jan - Dec), 2024","March, 2024",TELANGANA,INCOMING FROM OTHER STATES,72856,1563800,52622.4258
India,"Calendar Year (Jan - Dec), 2024","March, 2024",TELANGANA,OUTGOING TO OTHER STATES,38230,995809,47899.2196
India,"Calendar Year (Jan - Dec), 2024","March, 2024",TELANGANA,WITHIN-STATE,57207,3267005,58088.5719
India,"Calendar Year (Jan - Dec), 2024","March, 2024",TRIPURA,INCOMING FROM OTHER STATES,5385,52853,1427.8248
India,"Calendar Year (Jan - Dec), 2024","March, 2024",TRIPURA,OUTGOING TO OTHER STATES,686,4417,489.2015
India,"Calendar Year (Jan - Dec), 2024","March, 2024",TRIPURA,WITHIN-STATE,2306,61718,1391.0267000000001
India,"Calendar Year (Jan - Dec), 2024","March, 2024",UTTAR PRADESH,INCOMING FROM OTHER STATES,229093,3651751,112819.1534
India,"Calendar Year (Jan - Dec), 2024","March, 2024",UTTAR PRADESH,OUTGOING TO OTHER STATES,103702,2188705,87256.5773
India,"Calendar Year (Jan - Dec), 2024","March, 2024",UTTAR PRADESH,WITHIN-STATE,162401,6357886,112989.2784
India,"Calendar Year (Jan - Dec), 2024","March, 2024",UTTARAKHAND,INCOMING FROM OTHER STATES,32526,610342,19322.0589
India,"Calendar Year (Jan - Dec), 2024","March, 2024",UTTARAKHAND,OUTGOING TO OTHER STATES,11087,443024,24228.799300000002
India,"Calendar Year (Jan - Dec), 2024","March, 2024",UTTARAKHAND,WITHIN-STATE,16931,801627,15221.5551
India,"Calendar Year (Jan - Dec), 2024","March, 2024",WEST BENGAL,INCOMING FROM OTHER STATES,76155,1311747,57882.1244
India,"Calendar Year (Jan - Dec), 2024","March, 2024",WEST BENGAL,OUTGOING TO OTHER STATES,48615,1150487,51528.3209
India,"Calendar Year (Jan - Dec), 2024","March, 2024",WEST BENGAL,WITHIN-STATE,65216,3336608,74035.1079
India,"Calendar Year (Jan - Dec), 2024","February, 2024",ANDAMAN AND NICOBAR,INCOMING FROM OTHER STATES,1266,12857,295.2127
India,"Calendar Year (Jan - Dec), 2024","February, 2024",ANDAMAN AND NICOBAR,OUTGOING TO OTHER STATES,112,308,40.5841
India,"Calendar Year (Jan - Dec), 2024","February, 2024",ANDAMAN AND NICOBAR,WITHIN-STATE,101,2925,62.866800000000005
India,"Calendar Year (Jan - Dec), 2024","February, 2024",ANDHRA PRADESH,INCOMING FROM OTHER STATES,76682,1081256,42664.6017
India,"Calendar Year (Jan - Dec), 2024","February, 2024",ANDHRA PRADESH,OUTGOING TO OTHER STATES,25242,591501,43665.287800000006
India,"Calendar Year (Jan - Dec), 2024","February, 2024",ANDHRA PRADESH,WITHIN-STATE,40665,2211058,37291.154500000004
India,"Calendar Year (Jan - Dec), 2024","February, 2024",ARUNACHAL PRADESH,INCOMING FROM OTHER STATES,4014,43750,974.4485000000001
India,"Calendar Year (Jan - Dec), 2024","February, 2024",ARUNACHAL PRADESH,OUTGOING TO OTHER STATES,341,3215,131.1421
India,"Calendar Year (Jan - Dec), 2024","February, 2024",ARUNACHAL PRADESH,WITHIN-STATE,372,6336,154.74620000000002
India,"Calendar Year (Jan - Dec), 2024","February, 2024",ASSAM,INCOMING FROM OTHER STATES,30254,444691,14580.862
India,"Calendar Year (Jan - Dec), 2024","February, 2024",ASSAM,OUTGOING TO OTHER STATES,11916,247200,7917.965
India,"Calendar Year (Jan - Dec), 2024","February, 2024",ASSAM,WITHIN-STATE,16192,659426,12492.678600000001
India,"Calendar Year (Jan - Dec), 2024","February, 2024",BIHAR,INCOMING FROM OTHER STATES,68572,881901,21691.0108
India,"Calendar Year (Jan - Dec), 2024","February, 2024",BIHAR,OUTGOING TO OTHER STATES,10802,126825,4705.7468
India,"Calendar Year (Jan - Dec), 2024","February, 2024",BIHAR,WITHIN-STATE,13686,779005,14279.2857
India,"Calendar Year (Jan - Dec), 2024","February, 2024",CHANDIGARH,INCOMING FROM OTHER STATES,9152,166474,3387.6169
India,"Calendar Year (Jan - Dec), 2024","February, 2024",CHANDIGARH,OUTGOING TO OTHER STATES,5368,92559,2005.9016000000001
India,"Calendar Year (Jan - Dec), 2024","February, 2024",CHANDIGARH,WITHIN-STATE,2532,29645,556.6223
India,"Calendar Year (Jan - Dec), 2024","February, 2024",CHHATTISGARH,INCOMING FROM OTHER STATES,28925,571093,20040.2984
India,"Calendar Year (Jan - Dec), 2024","February, 2024",CHHATTISGARH,OUTGOING TO OTHER STATES,10259,243867,20806.6385
India,"Calendar Year (Jan - Dec), 2024","February, 2024",CHHATTISGARH,WITHIN-STATE,8991,425512,13426.669199999998
India,"Calendar Year (Jan - Dec), 2024","February, 2024",DADRA AND NAGAR HAVELI,INCOMING FROM OTHER STATES,5847,205643,15195.2742
India,"Calendar Year (Jan - Dec), 2024","February, 2024",DADRA AND NAGAR HAVELI,OUTGOING TO OTHER STATES,4064,463453,19270.781499999997
India,"Calendar Year (Jan - Dec), 2024","February, 2024",DADRA AND NAGAR HAVELI,WITHIN-STATE,3145,132805,5462.9076000000005
India,"Calendar Year (Jan - Dec), 2024","February, 2024",DAMAN AND DIU,INCOMING FROM OTHER STATES,23,39,1.5829
India,"Calendar Year (Jan - Dec), 2024","February, 2024",DAMAN AND DIU,OUTGOING TO OTHER STATES,0,0,0
India,"Calendar Year (Jan - Dec), 2024","February, 2024",DAMAN AND DIU,WITHIN-STATE,0,0,0
India,"Calendar Year (Jan - Dec), 2024","February, 2024",DELHI,INCOMING FROM OTHER STATES,141738,3124342,62390.2811
India,"Calendar Year (Jan - Dec), 2024","February, 2024",DELHI,OUTGOING TO OTHER STATES,136579,1971680,54307.1934
India,"Calendar Year (Jan - Dec), 2024","February, 2024",DELHI,WITHIN-STATE,80753,1241775,41545.2652
India,"Calendar Year (Jan - Dec), 2024","February, 2024",GOA,INCOMING FROM OTHER STATES,8757,150160,5285.0044
India,"Calendar Year (Jan - Dec), 2024","February, 2024",GOA,OUTGOING TO OTHER STATES,1956,70517,5399.183000000001
India,"Calendar Year (Jan - Dec), 2024","February, 2024",GOA,WITHIN-STATE,2186,123893,2431.1646
India,"Calendar Year (Jan - Dec), 2024","February, 2024",GUJARAT,INCOMING FROM OTHER STATES,157651,2239137,112150.25660000001
India,"Calendar Year (Jan - Dec), 2024","February, 2024",GUJARAT,OUTGOING TO OTHER STATES,153634,5126739,151592.5891
India,"Calendar Year (Jan - Dec), 2024","February, 2024",GUJARAT,WITHIN-STATE,186146,5903986,165801.4152
India,"Calendar Year (Jan - Dec), 2024","February, 2024",HARYANA,INCOMING FROM OTHER STATES,116698,2467914,93473.8908
India,"Calendar Year (Jan - Dec), 2024","February, 2024",HARYANA,OUTGOING TO OTHER STATES,73916,5252552,101621.9001
India,"Calendar Year (Jan - Dec), 2024","February, 2024",HARYANA,WITHIN-STATE,85927,4290782,72062.13889999999
India,"Calendar Year (Jan - Dec), 2024","February, 2024",HIMACHAL PRADESH,INCOMING FROM OTHER STATES,24246,346455,11523.433
India,"Calendar Year (Jan - Dec), 2024","February, 2024",HIMACHAL PRADESH,OUTGOING TO OTHER STATES,6279,314476,13530.1452
India,"Calendar Year (Jan - Dec), 2024","February, 2024",HIMACHAL PRADESH,WITHIN-STATE,9815,314561,6784.3344
India,"Calendar Year (Jan - Dec), 2024","February, 2024",JAMMU AND KASHMIR,INCOMING FROM OTHER STATES,20856,223368,7199.3786
India,"Calendar Year (Jan - Dec), 2024","February, 2024",JAMMU AND KASHMIR,OUTGOING TO OTHER STATES,3309,38836,2762.7834999999995
India,"Calendar Year (Jan - Dec), 2024","February, 2024",JAMMU AND KASHMIR,WITHIN-STATE,8572,257089,4527.5602
India,"Calendar Year (Jan - Dec), 2024","February, 2024",JHARKHAND,INCOMING FROM OTHER STATES,31692,533353,18618.0379
India,"Calendar Year (Jan - Dec), 2024","February, 2024",JHARKHAND,OUTGOING TO OTHER STATES,9973,281103,19438.6816
India,"Calendar Year (Jan - Dec), 2024","February, 2024",JHARKHAND,WITHIN-STATE,12435,674699,16834.3144
India,"Calendar Year (Jan - Dec), 2024","February, 2024",KARNATAKA,INCOMING FROM OTHER STATES,132275,2467421,93629.9574
India,"Calendar Year (Jan - Dec), 2024","February, 2024",KARNATAKA,OUTGOING TO OTHER STATES,60964,2505262,82436.8832
India,"Calendar Year (Jan - Dec), 2024","February, 2024",KARNATAKA,WITHIN-STATE,122285,6450394,109174.59800000001
India,"Calendar Year (Jan - Dec), 2024","February, 2024",KERALA,INCOMING FROM OTHER STATES,60754,829919,22141.145699999997
India,"Calendar Year (Jan - Dec), 2024","February, 2024",KERALA,OUTGOING TO OTHER STATES,18467,243021,10310.553399999999
India,"Calendar Year (Jan - Dec), 2024","February, 2024",KERALA,WITHIN-STATE,47665,1914740,28359.559100000002
India,"Calendar Year (Jan - Dec), 2024","February, 2024",LADAKH,INCOMING FROM OTHER STATES,274,1922,85.5077
India,"Calendar Year (Jan - Dec), 2024","February, 2024",LADAKH,OUTGOING TO OTHER STATES,21,47,3.5134
India,"Calendar Year (Jan - Dec), 2024","February, 2024",LADAKH,WITHIN-STATE,111,758,23.088
India,"Calendar Year (Jan - Dec), 2024","February, 2024",LAKSHADWEEP,INCOMING FROM OTHER STATES,56,487,8.1651
India,"Calendar Year (Jan - Dec), 2024","February, 2024",LAKSHADWEEP,OUTGOING TO OTHER STATES,2,5,0.2814
India,"Calendar Year (Jan - Dec), 2024","February, 2024",LAKSHADWEEP,WITHIN-STATE,0,0,0
India,"Calendar Year (Jan - Dec), 2024","February, 2024",MADHYA PRADESH,INCOMING FROM OTHER STATES,84859,1155553,40224.397000000004
India,"Calendar Year (Jan - Dec), 2024","February, 2024",MADHYA PRADESH,OUTGOING TO OTHER STATES,25565,625148,30689.0588
India,"Calendar Year (Jan - Dec), 2024","February, 2024",MADHYA PRADESH,WITHIN-STATE,30556,1101202,25061.222400000002
India,"Calendar Year (Jan - Dec), 2024","February, 2024",MAHARASHTRA,INCOMING FROM OTHER STATES,230827,3624120,166354.0824
India,"Calendar Year (Jan - Dec), 2024","February, 2024",MAHARASHTRA,OUTGOING TO OTHER STATES,128771,4875563,179844.1289
India,"Calendar Year (Jan - Dec), 2024","February, 2024",MAHARASHTRA,WITHIN-STATE,173419,9649685,221426.7216
India,"Calendar Year (Jan - Dec), 2024","February, 2024",MANIPUR,INCOMING FROM OTHER STATES,2926,41652,835.1561999999999
